,id,name,value,category,mid,roomid,uname,sign,title,area_p,area,tags
117,138,AIChannel中国绊爱,2820,14,484322035,21712406,AIChannel中国绊爱,嗨多磨！我是爱哥！商务合作请找@哎咿多工作室 合作邮箱：business@a1duo.com粉丝三群：175060574,中国绊爱官方账号,虚拟主播,虚拟主播,"中国绊爱,爱哥,AI,虚拟up主,聪明,成熟,可靠"
118,139,兰音Reine,3914,1,698029620,22696653,兰音Reine,音乐系VUP，永远爱国风古风，虚研社，梦想是自己的音乐可以被更多人听到。合作/联动请发2757776448@qq.com,bilibili 知名音乐UP主,虚拟主播,虚拟主播,"Vup,虚拟主播"
119,140,茉吱Mojuko,3590,2,1968783589,22926711,茉吱Mojuko,一只努力想让你开心的元气鼠鼠！商务联系：contact@yagimall.com,bilibili 知名虚拟UP主、直播高能主播,虚拟主播,虚拟主播,"茉吱,Mojuko,虚拟主播,虚拟偶像,Vup,Vtuber"
120,141,荔枝Kouun,5498,13,345564775,22734699,荔枝Kouun,天天开心.qq水友1群：711682858    2群：227614646,bilibili直播高能主播,网游,APEX英雄,
121,96,星瞳_Official,7786,3,401315430,22886883,星瞳_Official,国内首个虚拟时尚博主 炫舞系列虚拟代言人 合作联系xingtong_bd@tencent.com,bilibili 知名UP主,虚拟主播,虚拟主播,
122,88,神奇陆夫人,13396,8,419220,1016,神奇陆夫人,盯... ...商务请联系微信：Celinexic,bilibili 知名UP主、直播高能主播,单机游戏,独立游戏,"神奇陆夫人,育碧,单机,解谜游戏,明日方舟"
123,92,永雏塔菲,13699,3,1265680561,22603245,永雏塔菲,"来自1885的互联网偶像！王牌级gamer！商务合作:info@cherrynova.net 日常更在微博,无官方群",bilibili 知名虚拟UP主、直播高能主播,虚拟主播,虚拟主播,"单机游戏,虚拟主播,VUP,永雏塔菲,AceTaffy,永雛タフィー,虚拟偶像"
124,132,依然小智,3228,5,137952,5085,依然小智,商务合作 QQ:690614413 新浪微博weibo.com/edwardstraysky，,bilibili 知名UP主、直播高能主播,单机游戏,其他单机,依然小智
125,143,卡特亚,5040,10,43222001,1455691,卡特亚,商务联系qq1032730000，二次元手游up主，出产各个二次元手游内容...晚些也会播播单机,2021年度巅峰主播、bilibili 2020百大UP主、知名游戏UP主,手游,原神,"崩坏3 rd,明日方舟,战双,公主连结,原神,主机"
126,144,陆鳐LuLu,2799,1,1856528671,23256987,陆鳐LuLu,神秘的个人势电系歌姬！微博/网易云：陆鳐LuLu   商务合作请注明来意：luyeelulu@qq.com,bilibili 知名音乐UP主,虚拟主播,虚拟主播,
127,74,扇宝,7555,1,698438232,22673512,扇宝,逐梦演艺圈的未成年非人类，本体是扇子。梦想是成为超级大明星！商务合作请联系：elainezhao@kugou.net,bilibili 知名UP主,虚拟主播,虚拟主播,"清楚系vup,扇宝,vup,新人vup,歌势"
128,37,HiiroVTuber,14340,2,508963009,21919321,HiiroVTuber,"901 IQ, 不是 425KG 的 debu, cat！在学中文【直播是晚上8点，在动态通知】",bilibili 直播高能主播,虚拟主播,虚拟主播,"英语,VUP,VTUBER,HIIRO,VTB"
129,145,还有醒着的么,4199,1,2100679,56237,还有醒着的么,这里是醒爷，加班画画的！未满16禁止关注！微博推特ID都是 还有醒着的么 p站ID=7660686,bilibili 知名虚拟UP主、直播高能主播,虚拟主播,虚拟主播,"绘画,VUP,醒爷,虚拟主播"
130,146,sh7adow,3960,21,321370945,15013765,sh7adow,粉丝群:552619066 素材可以借用剪辑,,手游,第五人格,
131,147,OldBa1,11186,12,50621949,1569975,OldBa1,微博：OldBa1，啥游戏都玩，抽奖周一到周五发哦！周末工作人员不上班。,2021年度巅峰主播、bilibili 知名游戏UP主、直播高能主播,手游,其他手游,"529,第五人格,人皇"
132,136,Vox_EN_Official,8977,18,1775966996,24731541,Vox_EN_Official,Your Lord Vox Akuma.合作：https://www.anycolor.co.jp/en/contact,,虚拟主播,虚拟主播,"Luxiem,Vox,VTuber,虚拟主播,2434,英语,王小盒,彩虹社,NIJIEN,NIJISANJI"
133,130,梦音茶糯,6908,1,140378,958617,梦音茶糯,来自异国的落魄贵族大小姐！#永远の术力口歌姬#毒舌钢琴家,bilibili 知名虚拟UP主、直播高能主播,虚拟主播,虚拟主播,"治愈,梦音茶糯,虚拟主播,钢琴,翻唱"
134,9,少年Pi,12570,8,13046,92613,少年Pi,这世上的热闹，出自孤单。微博:https://weibo.com/apiww,,单机游戏,其他单机,Pi
135,19,阿梓从小就很可爱,24960,3,7706705,80397,阿梓从小就很可爱,虚拟艺人团体VirtuaReal成员，喜欢宅在家唱歌打游戏的梓宝！ 商务合作：bd@vrp.live,bilibili 直播高能主播,虚拟主播,虚拟主播,"唱歌,可爱,virtuareal,美女,帅哥,apex高手,英雄联盟单排钻三,控温大师"
136,153,许琪i,3522,35,15404163,1181156,许琪i,前线上iGapex职业选手！Q二群：816764321,bilibili 直播高能主播,网游,APEX英雄,"APEX英雄,猎杀者,xuqi"
137,149,折原露露,4617,1,631070414,22389206,折原露露, 一只有一点孤独的长颈鹿。  合作请联络邮箱：orihararuru@foxmail.com ,bilibili 知名虚拟UP主,虚拟主播,虚拟主播,"唱歌,日语"
138,152,冥冥meichan,4558,1,45502,22650610,冥冥meichan,个人势໒꒱° 每天8点后直播(不准时)！不会忘记每分每秒的感动✨商务合作请加2302905180,bilibili 知名虚拟UP主、直播高能主播,虚拟主播,虚拟主播,"每天8点直播,游戏唱歌杂谈下饭"
139,154,泰蕾莎Channel,4110,58,620903,870004,泰蕾莎Channel,个人势一体机，私信偶尔会回复 每晚9点直播 直播通知群：211382730,bilibili 直播高能主播,虚拟主播,虚拟主播,"Vup,虚拟主播,泰蕾莎"
140,22,眞白花音_Official,17550,2,401480763,21402309,眞白花音_Official,这里是真白花音，Chucolala所属的vtuber，请多多关照~ ,2021年度巅峰主播、bilibili 直播高能主播,虚拟主播,虚拟主播,
141,52,Asaki大人,20340,24,194484313,6154037,Asaki大人,每天大概六点半直播ψ(｀∇´)ψ 养猫日常在微博：Asaki大人_ 商务联系微信号：EGMsw003 （不是本人 备注来意）,2021年度巅峰主播、bilibili 知名游戏UP主、直播高能主播,单机游戏,独立游戏,
142,155,啵啵小狗341,4928,3,33605910,2450440,啵啵小狗341,“做一个健康的美女宝”,bilibili 知名音乐UP主,娱乐,视频唱见,美女宝
143,156,清歌清歌-,2270,36,60194879,10094495,清歌清歌-,仿佛有那个大病。                            商务v：EGMsw003 （不是本人 备注来意）,2021年度巅峰主播、bilibili 直播高能主播,网游,永劫无间,FPS电竞选手
144,157,痒局长,3000,10,322892,5441,痒局长,主业打游戏 偶尔拍点小短剧 微博@痒局长 商务合作请联系qq 821858285/其他联系见公告,bilibili 2019百大UP主、直播高能主播,单机游戏,主机游戏,游戏
145,148,老骚豆腐,14430,12,4578433,763679,老骚豆腐,微博：老骚豆腐QAQ.老爷们求关注呀。有问题可以私信我~商业合作加QQ:123439204（备注来意),bilibili 知名游戏UP主、直播高能主播,单机游戏,鹅鸭杀,
146,98,AG超玩会王者荣耀梦泪,18390,11,108569350,4245963,AG超玩会王者荣耀梦泪,AG超玩会王者荣耀项目选手，KPL职业选手。 ,KPL职业选手梦泪,手游,王者荣耀,"王者荣耀,KPL"
147,158,守护茶茶,5039,23,37946996,1440094,守护茶茶,商务VX：18520227789      微博：守护茶茶  抽奖联系QQ：314201529,bilibili 2019百大UP主、知名UP主、直播高能主播,网游,英雄联盟,"守护茶茶,LOL"
148,159,猫神辣椒酱,5040,23,20163112,910819,猫神辣椒酱,猫神撅撅主，承让 承让！٩( ''ω'' )و,bilibili 知名游戏UP主、直播高能主播,单机游戏,主机游戏,"猫神辣椒酱,橘猫,猫神撅,单机游戏,游戏实况"
149,80,大祥哥来了,14460,10,2920960,732602,大祥哥来了,商务合作v：dxg9177 微博：@大祥哥来了,bilibili 2021百大UP主、2019年度黑马UP主、2021年度巅峰主播,手游,原神,
150,151,LGD_Ame,7465,17,2049801772,25836285,LGD_Ame,LGD电子竞技俱乐部选手萧瑟，在这里会看到不一样的我，大家记得一键三连哦！,,网游,DOTA2,
151,160,ywwuyi,2255,29,1472906636,22727121,ywwuyi,Lowblive一期生，君は、刻の涙を見る。,bilibili 直播高能主播,虚拟主播,虚拟主播,
152,161,战术级子轩,4705,37,3519797,13355,战术级子轩,感谢大家喜欢我的直播w 对直播有意见和建议请私信 我会尽力回复,bilibili 直播高能主播,网游,APEX英雄,"战术级子轩,绝地求生,APEX"
153,163,夏夏大魔王_Axx,3140,38,233592835,6750632,夏夏大魔王_Axx,DOTA2游戏主播啊夏夏,bilibili 直播高能主播,网游,DOTA2,
154,165,小深深儿,3295,40,10673533,2807295,小深深儿,wb：小深深儿  粉丝群: 794751317合作微信：zxqyya（非本人请备注来意）,2021直播年度黑马、2021年度巅峰主播、知名舞蹈UP主、直播高能主播,娱乐,舞见,
155,34,C酱です,28665,8,67141,47867,C酱です,一名打游戏的内向野蛮人，做点自己喜欢的事。 商务合作请联系工作人员QQ：407533443 新浪微博@Kinoko7,2021年度巅峰主播、bilibili 知名游戏UP主、直播高能主播,单机游戏,主机游戏,"阿C,小肉包"
156,167,-纯黑-,4650,22,585267,1023,-纯黑-,佛系UP主，只做喜欢且擅长的游戏。每年尽量至少一部“纯黑制作出品”，直播录像填补没有想做的游戏的空白期。微博@纯黑GK,bilibili 2020百大UP主、知名UP主、直播高能主播,单机游戏,主机游戏,
157,117,EdmundDZhang,30270,8,433351,5050,EdmundDZhang,嘿! 我的B站直播: live.bilibili.com/5050,bilibili 2021百大UP主、2021年度巅峰主播、直播高能主播,单机游戏,主机游戏,"老E,主机游戏,单机游戏"
158,168,泪腺战士,9035,42,374377,45104,泪腺战士,微博：weibo.com/holarula,,单机游戏,战神,"PS4,岚少,PS5"
159,150,库库_sama,11993,13,5408366,5194110,库库_sama,我想,bilibili 直播高能主播,网游,APEX英雄,"吃鸡,APEX英雄,技术主播,钢枪主播,白给主播"
160,13,阿萨Aza,18930,4,480680646,21696950,阿萨Aza,虚拟主播团体VirtuaReal成员。你好！我喜欢唱歌打游戏。商务合作请联系bd@vrp.live,bilibili 直播高能主播,虚拟主播,虚拟主播,"VTuber,阿萨Aza,VirtuaReal,NIJISANJI,虚拟主播"
161,68,凉哈皮,20030,12,8618005,6136246,凉哈皮,微博名:凉哈皮不鸽 录屏组：凉哈皮吃人录屏组 qq:798496433  第五人格专业打工人 ,2021年度巅峰主播、bilibili 知名游戏UP主、直播高能主播,手游,第五人格,"第五人格,天才,哈哈哈哈真的,智者,千块腹肌肌肉猛男,水之爸,无敌,榜上sa手"
162,169,不稳定发电机,3240,43,12622108,6653352,不稳定发电机,喜欢的人或许不多，但一定能深深地打动某些人吧。,bilibili直播高能主播,虚拟主播,虚拟主播,"聊天,发呆"
163,45,hanser,23250,9,11073,48743,hanser,VirtuaReal Star成员，澡后挖耳朵，湿湿一大坨，看到无关刷我的烦请举报 请勿争吵（lidesen@bilibili.com,bilibili 2021百大UP主、知名UP主,娱乐,萌宅领域,"聊天,纪实,日常聊天"
164,170,冯提莫,2490,44,436473455,21721813,冯提莫,每周2、3、5、6晚上8点播。微博：冯提莫 （音乐平台同名）商务合作：1323128302@qq.com  ,2021年度巅峰主播、bilibili 2020百大UP主、歌手、直播高能主播,网游,英雄联盟,"可爱,古灵精怪,佛系少女,歌手,峡谷慈善家"
165,173,西安WE丶Best,3638,11,18768997,3208512,西安WE丶Best,我是西安WE丶Best,西安WE王者荣耀分部职业选手,手游,王者荣耀,"职业选手,WE,ADC,王者荣耀"
166,174,自由魂儿儿儿,6729,46,1282271864,23459804,自由魂儿儿儿,通常下午两点直播，偶尔晚上加播，周一休息。最近忙着在稻妻打工。商务合作请联系ziyouhun233@126.com,bilibili 知名虚拟UP主,手游,原神,
167,162,两仪滚,13808,24,183430,5096,两仪滚,  商务合作请加qq：153951540,2021年度巅峰主播、bilibili 知名游戏UP主、直播高能主播,单机游戏,其他单机,
168,172,雷雨Lyy,10470,25,17603188,8864977,雷雨Lyy,好人难当，ta们会觉得你装。商务合作直接私信。,bilibili 知名游戏UP主、直播高能主播,手游,原神,"技术主播,颜值主播,相声主播,整活主播"
169,176,棋手战鹰,2549,47,2051617240,23141761,棋手战鹰,围棋职业二段，女子围甲山西队队员   商务合作请联系邮箱：zhanyingsw@qq.com,,手游,综合棋牌,
170,179,丧妹有点跳,2540,50,4548018,48499,丧妹有点跳,⋆微博丧妹有点跳⋆商务XZ-716⋆粉丝Stiao96⋆小号@扎双马尾的丧尸,bilibili 知名UP主、直播高能主播,娱乐,萌宅领域,"游戏,美妆,美食,日常,睡前,解压,舒缓,丧妹,睡前"
171,181,飞社长,3060,52,11100920,3670448,飞社长,微博：飞社长  V: feishezhangwx,bilibili 知名搞笑UP主、直播高能主播,娱乐,萌宅领域,"日本,搞笑,手办,二次元"
172,142,逍遥散人,39570,6,168598,1017,逍遥散人,快乐 微博：逍遥散人M 工作联系邮箱xysrgame@126.com,2021年度弹幕人气奖UP、bilibili 2021百大UP主、直播高能主播,单机游戏,独立游戏,"逍遥散人,单机游戏"
173,182,CSGO久菜合子,7530,53,437744340,21470918,CSGO久菜合子," 不接开箱网站,其他合作邮箱：shouxinhezuo@outlook.com 粉丝二创请先私信我",bilibili直播高能主播,网游,CS:GO,CSGO
174,166,狗狗狗雨,7377,41,110631,5279,狗狗狗雨,新浪微博：weibo.com/gouyu5279  我的直播间 http://live.bilibili.com/5279,bilibili 知名游戏UP主、直播高能主播,网游,英雄联盟,"英雄联盟,守望麦克雷,黄金矿工,灵魂唱见"
175,177,烛灵儿Hikari,5213,48,399815233,21728563,烛灵儿Hikari,杂谈助眠系！陪伴型个人势v~ 是一只想做大姐姐的憨憨蜡烛精！ 技能是用温柔的声音和可爱的灵魂治愈dd们！ 如果你能喜欢我那就太好啦~,bilibili 直播高能主播,虚拟主播,虚拟主播,"VUP,可爱,温柔,憨憨"
176,184,Kiki向前冲呀,2189,55,85729717,21423462,Kiki向前冲呀,~每天守护你的睡眠~,bilibili 知名UP主、直播高能主播,娱乐,萌宅领域,
177,185,火龙果说电影,4825,56,40665101,23585383,火龙果说电影,只专注精品原创，拒绝劣质搬运！爱你们！,火龙果说电影官方账号，影视UP主,手游,综合棋牌,"大型技术主播 ~,心态沉稳,牌桌哲学家,麻将诗人,雀魂曹长卿,春秋炮甲李淳罡"
178,175,小霖QL,13680,25,36047134,8324350,小霖QL,商务速+q2656264479 价格非常非常好说 只要能接就行。抽卡裙755023692 欢迎各种切片 微博@小霖QL_,bilibili 知名游戏UP主、直播高能主播,手游,原神,
179,186,你的影月月,5193,57,431073645,21414905,你的影月月,"动态里的置顶专栏为攻略目录,商务/合作QQ:3076914156,锄地群：130873504答案：派蒙 ",bilibili 知名游戏UP主、直播高能主播,手游,原神,"声优,手游,肝帝,攻略向,低音炮,提瓦特土著,提瓦特百科全书"
180,171,菠萝赛东°,6033,45,197098,37527,菠萝赛东°,这世界不停开花 我想放进你心里一朵。,bilibili 知名音乐UP主、直播高能主播,单机游戏,主机游戏,"多声线,英雄联盟,永劫无间,菠萝赛东,唱见,二次元,52004,河马,菠萝,主机"
181,178,不知原深,7131,49,1184238527,26526557,不知原深,还在试播中的个人势Vup  请大家多多指教捏,,虚拟主播,虚拟主播,
182,164,longdd黄翔,8490,39,1388514638,23982773,longdd黄翔,龙神唯一更新账号  爱你们秋咪,bilibili直播高能主播,网游,传奇,"dota2,longdd"
183,183,CSGO--德云两鬼,13168,54,384942089,22889518,CSGO--德云两鬼,找枪男妹妹Q群：723313120~商务合作:936509667 DY同号,bilibili直播高能主播,网游,CS:GO,"搞笑逗比,专业解说"
184,180,__小黄瓜__,5340,51,24047117,1621877,__小黄瓜__,商务合作 WX：qdavril，小店叫耳间,bilibili 知名UP主、直播高能主播,娱乐,视频聊天,小黄瓜
185,1,老实憨厚的笑笑,50010,27,8739477,545068,老实憨厚的笑笑,笑笑西卡德云色官方账号 直播间地址：https://live.bilibili.com/7777,职业游戏解说孙亚龙,网游,英雄联盟,
186,100,魔法Zc目录,51360,33,13164144,3044248,魔法Zc目录,每日18:00~22:00欢乐直播！请勿在任何乌有相关内容中刷Zc，尊重角色；商务合作qq271374252,bilibili 2021百大UP主、知名游戏UP主、直播高能主播,手游,明日方舟,"明日方舟,搞笑,单机游戏,游戏"
